smiles,n_atoms,n_stereocenters,mol_id,diastereomer_id
[H:11][C:1](=[C:2]1[C:3](=[O:4])[O:5][C@@:6]([C@:9]1([H:16])[O:10][H:17])([H:13])[C:7]([H:14])([H:15])[Br:8])[H:12],17,2,55,3
[H:13][C@:2]([C:3](=[O:4])[O:5][H:14])([C@:6]([H:15])([C:8](=[O:9])[O:10][H:17])[O:7][H:16])[N:1]([H:11])[H:12],17,2,56,1
[H:13][C@@:2]([C:3](=[O:4])[O:5][H:14])([C@:6]([H:15])([C:8](=[O:9])[O:10][H:17])[O:7][H:16])[N:1]([H:11])[H:12],17,2,56,2
[H:13][C@:2]([C:3](=[O:4])[O:5][H:14])([C@@:6]([H:15])([C:8](=[O:9])[O:10][H:17])[O:7][H:16])[N:1]([H:11])[H:12],17,2,56,3
[H:16][C@:6]12[C:7](=[O:8])[N:9]([C:10](=[O:11])[C@@:2]1([N:3]=[N:4][N:5]2[H:15])[C:1]([H:12])([H:13])[H:14])[H:17],17,2,57,1
[H:16][C@:6]12[C:7](=[O:8])[N:9]([C:10](=[O:11])[C@:2]1([N:3]=[N:4][N:5]2[H:15])[C:1]([H:12])([H:13])[H:14])[H:17],17,2,57,2
[H:16][C@@:6]12[C:7](=[O:8])[N:9]([C:10](=[O:11])[C@@:2]1([N:3]=[N:4][N:5]2[H:15])[C:1]([H:12])([H:13])[H:14])[H:17],17,2,57,3
[H:15][C@@:4]1([C@:2]([O:3]1)([H:14])[C:1]([H:11])([H:12])[H:13])[C:5](=[O:6])[P:7](=[O:8])([O:9][H:16])[O:10][H:17],17,2,58,1
[H:15][C@@:4]1([C@@:2]([O:3]1)([H:14])[C:1]([H:11])([H:12])[H:13])[C:5](=[O:6])[P:7](=[O:8])([O:9][H:16])[O:10][H:17],17,2,58,2
[H:15][C@:4]1([C@:2]([O:3]1)([H:14])[C:1]([H:11])([H:12])[H:13])[C:5](=[O:6])[P:7](=[O:8])([O:9][H:16])[O:10][H:17],17,2,58,3
[H:13][C@:4]1([C:5]([C@@:6]([S:10][S:11]1)([H:16])[C:7](=[O:8])[O:9][H:17])([H:14])[H:15])[C:2](=[O:1])[O:3][H:12],17,2,59,1
[H:16][C@:6]1([C:5]([C@:4]([S:11][S:10]1)([H:13])[C:2](=[O:1])[O:3][H:12])([H:14])[H:15])[C:7](=[O:8])[O:9][H:17],17,2,59,2
[H:7][C@@:6]1([C@@:3]([C:5]1([H:15])[H:16])([H:4])[C:2]([H:13])([H:14])[N:1]([H:11])[H:12])[C:8](=[O:9])[O:10][H:17],17,2,60,1
[H:7][C@:6]1([C@@:3]([C:5]1([H:15])[H:16])([H:4])[C:2]([H:13])([H:14])[N:1]([H:11])[H:12])[C:8](=[O:9])[O:10][H:17],17,2,60,2
[H:7][C@@:6]1([C@:3]([C:5]1([H:15])[H:16])([H:4])[C:2]([H:13])([H:14])[N:1]([H:11])[H:12])[C:8](=[O:9])[O:10][H:17],17,2,60,3
[H:7][C@@:6]1([C@@:2]([C:4]([C:5]1([H:15])[H:16])([H:13])[H:14])([H:3])[N:1]([H:11])[H:12])[C:8](=[O:9])[O:10][H:17],17,2,61,1
[H:7][C@:6]1([C@@:2]([C:4]([C:5]1([H:15])[H:16])([H:13])[H:14])([H:3])[N:1]([H:11])[H:12])[C:8](=[O:9])[O:10][H:17],17,2,61,2
[H:7][C@@:6]1([C@:2]([C:4]([C:5]1([H:15])[H:16])([H:13])[H:14])([H:3])[N:1]([H:11])[H:12])[C:8](=[O:9])[O:10][H:17],17,2,61,3
[H:6][C@@:5]1([C@@:2]([C:4]1([H:13])[H:14])([H:3])[N:1]([H:11])[H:12])[C:7]([H:15])([H:16])[C:8](=[O:9])[O:10][H:17],17,2,62,1
[H:6][C@:5]1([C@@:2]([C:4]1([H:13])[H:14])([H:3])[N:1]([H:11])[H:12])[C:7]([H:15])([H:16])[C:8](=[O:9])[O:10][H:17],17,2,62,2
[H:6][C@@:5]1([C@:2]([C:4]1([H:13])[H:14])([H:3])[N:1]([H:11])[H:12])[C:7]([H:15])([H:16])[C:8](=[O:9])[O:10][H:17],17,2,62,3
[H:14][C@@:5]([C@@:3]([H:12])([C:2]([H:10])([H:11])[O:1][H:9])[S:4][H:13])([C:7]([H:16])([H:17])[O:8][H:18])[S:6][H:15],18,2,63,1
[H:12][C@@:3]([C@:5]([H:14])([C:7]([H:16])([H:17])[O:8][H:18])[S:6][H:15])([C:2]([H:10])([H:11])[O:1][H:9])[S:4][H:13],18,2,63,2
[H:12][C@:3]([C@@:5]([H:14])([C:7]([H:16])([H:17])[O:8][H:18])[S:6][H:15])([C:2]([H:10])([H:11])[O:1][H:9])[S:4][H:13],18,2,63,3
[H:14][C@@:5]([C@@:3]([H:12])([C:2]([H:10])([H:11])[O:1][H:9])[O:4][H:13])([C:7]([H:16])([H:17])[O:8][H:18])[O:6][H:15],18,2,64,1
[H:12][C@@:3]([C@:5]([H:14])([C:7]([H:16])([H:17])[O:8][H:18])[O:6][H:15])([C:2]([H:10])([H:11])[O:1][H:9])[O:4][H:13],18,2,64,2
[H:12][C@:3]([C@@:5]([H:14])([C:7]([H:16])([H:17])[O:8][H:18])[O:6][H:15])([C:2]([H:10])([H:11])[O:1][H:9])[O:4][H:13],18,2,64,3
[H:12][C@@:2]1([C@:4]([C:3]1([H:13])[H:14])([H:15])[C:5]([H:16])([H:17])[C:6](=[O:7])[O:8][H:18])[C:1]([H:9])([H:10])[H:11],18,2,65,1
[H:12][C@:2]1([C@:4]([C:3]1([H:13])[H:14])([H:15])[C:5]([H:16])([H:17])[C:6](=[O:7])[O:8][H:18])[C:1]([H:9])([H:10])[H:11],18,2,65,2
[H:12][C@@:2]1([C@@:4]([C:3]1([H:13])[H:14])([H:15])[C:5]([H:16])([H:17])[C:6](=[O:7])[O:8][H:18])[C:1]([H:9])([H:10])[H:11],18,2,65,3
[H:10][C@@:2]([C@:5]([H:14])([C:7]([H:16])([H:17])[S:8][H:18])[O:6][H:15])([C:3]([H:11])([H:12])[S:4][H:13])[O:1][H:9],18,2,66,1
[H:14][C@@:5]([C@@:2]([H:10])([C:3]([H:11])([H:12])[S:4][H:13])[O:1][H:9])([C:7]([H:16])([H:17])[S:8][H:18])[O:6][H:15],18,2,66,2
[H:13][C@:3]1([C:4]([O:5][C@@:6]([O:9]1)([H:16])[C:7]([H:17])([H:18])[I:8])([H:14])[H:15])[C:2]([H:11])([H:12])[O:1][H:10],18,2,67,1
[H:13][C@@:3]1([C:4]([O:5][C@@:6]([O:9]1)([H:16])[C:7]([H:17])([H:18])[I:8])([H:14])[H:15])[C:2]([H:11])([H:12])[O:1][H:10],18,2,67,2
[H:13][C@:3]1([C:4]([O:5][C@:6]([O:9]1)([H:16])[C:7]([H:17])([H:18])[I:8])([H:14])[H:15])[C:2]([H:11])([H:12])[O:1][H:10],18,2,67,3
[H:12][C@:2]([C:4]#[C:5][C@@:6]([H:14])([C:7]([H:15])([H:16])[H:17])[O:8][H:18])([C:1]([H:9])([H:10])[H:11])[O:3][H:13],18,2,68,1
[H:12][C@@:2]([C:4]#[C:5][C@@:6]([H:14])([C:7]([H:15])([H:16])[H:17])[O:8][H:18])([C:1]([H:9])([H:10])[H:11])[O:3][H:13],18,2,68,2
[H:18][C@:8]12[C@:6]([O:7]1)([C@@:5]3([C:4]([C@:3]2([C:2]([C:1]3([H:9])[H:10])([H:11])[H:12])[H:13])([H:14])[H:15])[H:16])[H:17],18,4,69,1
[H:18][C@:8]12[C@:6]([O:7]1)([C@:5]3([C:4]([C@@:3]2([C:2]([C:1]3([H:9])[H:10])([H:11])[H:12])[H:13])([H:14])[H:15])[H:16])[H:17],18,4,69,2
[H:15][C:7]1=[C:6]([C:5]([C@@:4]2([C@@:9]([C:8]1([H:16])[H:17])([C:2](=[O:1])[N:3]2[H:10])[H:18])[H:11])([H:12])[H:13])[H:14],18,2,70,1
[H:15][C:7]1=[C:6]([C:5]([C@:4]2([C@@:9]([C:8]1([H:16])[H:17])([C:2](=[O:1])[N:3]2[H:10])[H:18])[H:11])([H:12])[H:13])[H:14],18,2,70,2
[H:15][C:7]1=[C:6]([C:5]([C@@:4]2([C@:9]([C:8]1([H:16])[H:17])([C:2](=[O:1])[N:3]2[H:10])[H:18])[H:11])([H:12])[H:13])[H:14],18,2,70,3
[H:11][C@:2]1([C:3]([C:4]([P@:5](=[O:6])([C:8]1([H:17])[H:18])[O:7][H:16])([H:14])[H:15])([H:12])[H:13])[N:1]([H:9])[H:10],18,2,71,1
[H:11][C@@:2]1([C:3]([C:4]([P@:5](=[O:6])([C:8]1([H:17])[H:18])[O:7][H:16])([H:14])[H:15])([H:12])[H:13])[N:1]([H:9])[H:10],18,2,71,2
[H:11][C@:2]1([C:3]([C:4]([P@@:5](=[O:6])([C:8]1([H:17])[H:18])[O:7][H:16])([H:14])[H:15])([H:12])[H:13])[N:1]([H:9])[H:10],18,2,71,3
[H:11][C@:4]1([C:5]([C@@:6]([C:8]([N:9]1[H:18])([H:16])[H:17])([H:14])[O:7][H:15])([H:12])[H:13])[C:2](=[O:1])[O:3][H:10],18,2,72,1
[H:11][C@@:4]1([C:5]([C@@:6]([C:8]([N:9]1[H:18])([H:16])[H:17])([H:14])[O:7][H:15])([H:12])[H:13])[C:2](=[O:1])[O:3][H:10],18,2,72,2
[H:11][C@:4]1([C:5]([C@:6]([C:8]([N:9]1[H:18])([H:16])[H:17])([H:14])[O:7][H:15])([H:12])[H:13])[C:2](=[O:1])[O:3][H:10],18,2,72,3
[H:17][C@@:8]1([C@:2]([C:4](=[O:5])[N:6]([C:7]1([H:15])[H:16])[H:14])([C:1]([H:10])([H:11])[H:12])[O:3][H:13])[O:9][H:18],18,2,73,1
[H:17][C@@:8]1([C@@:2]([C:4](=[O:5])[N:6]([C:7]1([H:15])[H:16])[H:14])([C:1]([H:10])([H:11])[H:12])[O:3][H:13])[O:9][H:18],18,2,73,2
[H:17][C@:8]1([C@:2]([C:4](=[O:5])[N:6]([C:7]1([H:15])[H:16])[H:14])([C:1]([H:10])([H:11])[H:12])[O:3][H:13])[O:9][H:18],18,2,73,3
[H:14][C:4]1=[C:3]([C@@:2]([C:9]([C@:5]1([H:15])[C:6](=[O:7])[O:8][H:16])([H:17])[H:18])([H:12])[N:1]([H:10])[H:11])[H:13],18,2,74,1
[H:14][C:4]1=[C:3]([C@:2]([C:9]([C@:5]1([H:15])[C:6](=[O:7])[O:8][H:16])([H:17])[H:18])([H:12])[N:1]([H:10])[H:11])[H:13],18,2,74,2
[H:14][C:4]1=[C:3]([C@@:2]([C:9]([C@@:5]1([H:15])[C:6](=[O:7])[O:8][H:16])([H:17])[H:18])([H:12])[N:1]([H:10])[H:11])[H:13],18,2,74,3
[H:11][C:1](=[C:2]1[C:3](=[O:4])[O:5][C@@:6]([C@@:9]1([H:17])[O:10][H:18])([H:13])[C:7]([H:14])([H:15])[O:8][H:16])[H:12],18,2,75,1
[H:11][C:1](=[C:2]1[C:3](=[O:4])[O:5][C@:6]([C@@:9]1([H:17])[O:10][H:18])([H:13])[C:7]([H:14])([H:15])[O:8][H:16])[H:12],18,2,75,2
[H:11][C:1](=[C:2]1[C:3](=[O:4])[O:5][C@@:6]([C@:9]1([H:17])[O:10][H:18])([H:13])[C:7]([H:14])([H:15])[O:8][H:16])[H:12],18,2,75,3
[H:16][C@:7]12[C@@:3]([C:4]([N:5]([C:6]1([H:14])[H:15])[H:13])([H:11])[H:12])([N:10]=[N:9][C:8]2([H:17])[H:18])[C:2]#[N:1],18,2,76,1
[H:16][C@:7]12[C@:3]([C:4]([N:5]([C:6]1([H:14])[H:15])[H:13])([H:11])[H:12])([N:10]=[N:9][C:8]2([H:17])[H:18])[C:2]#[N:1],18,2,76,2
[H:16][C@@:7]12[C@@:3]([C:4]([N:5]([C:6]1([H:14])[H:15])[H:13])([H:11])[H:12])([N:10]=[N:9][C:8]2([H:17])[H:18])[C:2]#[N:1],18,2,76,3
[H:13][C@@:3]([C:2]([H:11])([H:12])[N:1]([H:9])[H:10])([C:5]([H:15])([H:16])[P@:6](=[O:7])([H:17])[O:8][H:18])[O:4][H:14],18,2,77,1
[H:13][C@:3]([C:2]([H:11])([H:12])[N:1]([H:9])[H:10])([C:5]([H:15])([H:16])[P@:6](=[O:7])([H:17])[O:8][H:18])[O:4][H:14],18,2,77,2
[H:13][C@@:3]([C:2]([H:11])([H:12])[N:1]([H:9])[H:10])([C:5]([H:15])([H:16])[P@@:6](=[O:7])([H:17])[O:8][H:18])[O:4][H:14],18,2,77,3
[H:3][C@:2]([C:1]([H:10])([H:11])[H:12])([C:5]([H:14])([H:15])[C@:6]([H:7])([C:8]([H:16])([H:17])[H:18])[F:9])[O:4][H:13],18,2,78,1
[H:3][C@:2]([C:1]([H:10])([H:11])[H:12])([C:5]([H:14])([H:15])[C@@:6]([H:7])([C:8]([H:16])([H:17])[H:18])[F:9])[O:4][H:13],18,2,78,2
[H:3][C@@:2]([C:1]([H:10])([H:11])[H:12])([C:5]([H:14])([H:15])[C@:6]([H:7])([C:8]([H:16])([H:17])[H:18])[F:9])[O:4][H:13],18,2,78,3
[H:7][C@@:6]([C@:3]([H:4])([C:2]([H:13])([H:14])[C:1]([H:10])([H:11])[H:12])[F:5])([C:8]([H:15])([H:16])[H:17])[O:9][H:18],18,2,79,1
[H:7][C@:6]([C@:3]([H:4])([C:2]([H:13])([H:14])[C:1]([H:10])([H:11])[H:12])[F:5])([C:8]([H:15])([H:16])[H:17])[O:9][H:18],18,2,79,2
[H:7][C@@:6]([C@@:3]([H:4])([C:2]([H:13])([H:14])[C:1]([H:10])([H:11])[H:12])[F:5])([C:8]([H:15])([H:16])[H:17])[O:9][H:18],18,2,79,3
[H:3][C@@:2]1([C@:7]([C:6]([C:5]([C:4]1([H:12])[H:13])([H:14])[H:15])([H:16])[H:17])([H:8])[O:9][H:18])[N:1]([H:10])[H:11],18,2,80,1
[H:3][C@@:2]1([C@@:7]([C:6]([C:5]([C:4]1([H:12])[H:13])([H:14])[H:15])([H:16])[H:17])([H:8])[O:9][H:18])[N:1]([H:10])[H:11],18,2,80,2
[H:3][C@:2]1([C@:7]([C:6]([C:5]([C:4]1([H:12])[H:13])([H:14])[H:15])([H:16])[H:17])([H:8])[O:9][H:18])[N:1]([H:10])[H:11],18,2,80,3
[H:15][C@@:6]1([C@@:8]([C:10]([N:3]([C:4]([C:5]1([H:13])[H:14])([H:11])[H:12])[N:2]=[O:1])([H:17])[H:18])([H:16])[Br:9])[Br:7],18,2,81,1
[H:15][C@:6]1([C@@:8]([C:10]([N:3]([C:4]([C:5]1([H:13])[H:14])([H:11])[H:12])[N:2]=[O:1])([H:17])[H:18])([H:16])[Br:9])[Br:7],18,2,81,2
[H:15][C@@:6]1([C@:8]([C:10]([N:3]([C:4]([C:5]1([H:13])[H:14])([H:11])[H:12])[N:2]=[O:1])([H:17])[H:18])([H:16])[Br:9])[Br:7],18,2,81,3
[H:14][C@@:2]1([C:9](=[O:10])[O:8][C@:6]([C:4](=[O:5])[O:3]1)([H:15])[C:7]([H:16])([H:17])[H:18])[C:1]([H:11])([H:12])[H:13],18,2,82,1
[H:14][C@:2]1([C:9](=[O:10])[O:8][C@:6]([C:4](=[O:5])[O:3]1)([H:15])[C:7]([H:16])([H:17])[H:18])[C:1]([H:11])([H:12])[H:13],18,2,82,2
[H:14][C@@:2]1([C:9](=[O:10])[O:8][C@@:6]([C:4](=[O:5])[O:3]1)([H:15])[C:7]([H:16])([H:17])[H:18])[C:1]([H:11])([H:12])[H:13],18,2,82,3
[H:17][C:8]1=[N:7][C@@:6]2([C:10](=[N:11][C:2](=[N:3][C@@:4]2([H:14])[S:5][H:15])[N:1]([H:12])[H:13])[N:9]1[H:18])[H:16],18,2,83,1
[H:17][C:8]1=[N:7][C@@:6]2([C:10](=[N:11][C:2](=[N:3][C@:4]2([H:14])[S:5][H:15])[N:1]([H:12])[H:13])[N:9]1[H:18])[H:16],18,2,83,2
[H:17][C:8]1=[N:7][C@:6]2([C:10](=[N:11][C:2](=[N:3][C@@:4]2([H:14])[S:5][H:15])[N:1]([H:12])[H:13])[N:9]1[H:18])[H:16],18,2,83,3
[H:15][C@@:6]1([C@@:8]([C:10]([N:3]([C:4]([C:5]1([H:13])[H:14])([H:11])[H:12])[N:2]=[O:1])([H:17])[H:18])([H:16])[Cl:9])[Cl:7],18,2,84,1
[H:15][C@:6]1([C@@:8]([C:10]([N:3]([C:4]([C:5]1([H:13])[H:14])([H:11])[H:12])[N:2]=[O:1])([H:17])[H:18])([H:16])[Cl:9])[Cl:7],18,2,84,2
[H:15][C@@:6]1([C@:8]([C:10]([N:3]([C:4]([C:5]1([H:13])[H:14])([H:11])[H:12])[N:2]=[O:1])([H:17])[H:18])([H:16])[Cl:9])[Cl:7],18,2,84,3
[H:14][C:7]1=[C:8]([N:9]([C@@:10]2([C@@:6]1([C:4](=[O:5])[N:3]([C:2](=[O:1])[N:11]2[H:18])[H:12])[H:13])[H:17])[H:16])[H:15],18,2,85,1
[H:14][C:7]1=[C:8]([N:9]([C@@:10]2([C@:6]1([C:4](=[O:5])[N:3]([C:2](=[O:1])[N:11]2[H:18])[H:12])[H:13])[H:17])[H:16])[H:15],18,2,85,2
[H:14][C:7]1=[C:8]([N:9]([C@:10]2([C@@:6]1([C:4](=[O:5])[N:3]([C:2](=[O:1])[N:11]2[H:18])[H:12])[H:13])[H:17])[H:16])[H:15],18,2,85,3
[H:13][C@:2]([C:3](=[O:4])[O:5][H:14])([C@:6]([H:15])([C:8](=[O:9])[O:10][H:18])[N:7]([H:16])[H:17])[N:1]([H:11])[H:12],18,2,86,1
[H:13][C@@:2]([C:3](=[O:4])[O:5][H:14])([C@:6]([H:15])([C:8](=[O:9])[O:10][H:18])[N:7]([H:16])[H:17])[N:1]([H:11])[H:12],18,2,86,2
[H:5][C@@:4]1([C:9]([S:10][C@:2]([N:3]1[H:15])([H:14])[C:1]([H:11])([H:12])[H:13])([H:17])[H:18])[C:6](=[O:7])[O:8][H:16],18,2,87,1
[H:5][C@@:4]1([C:9]([S:10][C@@:2]([N:3]1[H:15])([H:14])[C:1]([H:11])([H:12])[H:13])([H:17])[H:18])[C:6](=[O:7])[O:8][H:16],18,2,87,2
[H:5][C@:4]1([C:9]([S:10][C@:2]([N:3]1[H:15])([H:14])[C:1]([H:11])([H:12])[H:13])([H:17])[H:18])[C:6](=[O:7])[O:8][H:16],18,2,87,3
[H:15][C@:7]1([C@:5]([C:4]([S:2](=[O:1])(=[O:3])[S:10][C:9]1([H:17])[H:18])([H:11])[H:12])([H:13])[O:6][H:14])[O:8][H:16],18,2,88,1
[H:15][C@:7]1([C@@:5]([C:4]([S:2](=[O:1])(=[O:3])[S:10][C:9]1([H:17])[H:18])([H:11])[H:12])([H:13])[O:6][H:14])[O:8][H:16],18,2,88,2
[H:15][C@@:7]1([C@:5]([C:4]([S:2](=[O:1])(=[O:3])[S:10][C:9]1([H:17])[H:18])([H:11])[H:12])([H:13])[O:6][H:14])[O:8][H:16],18,2,88,3
[H:8][C@@:7]1([C@@:2]([C:4]([C:5]([S:6]1)([H:16])[H:17])([H:14])[H:15])([H:3])[N:1]([H:12])[H:13])[C:9](=[O:10])[O:11][H:18],18,2,89,1
[H:8][C@:7]1([C@@:2]([C:4]([C:5]([S:6]1)([H:16])[H:17])([H:14])[H:15])([H:3])[N:1]([H:12])[H:13])[C:9](=[O:10])[O:11][H:18],18,2,89,2
[H:8][C@@:7]1([C@:2]([C:4]([C:5]([S:6]1)([H:16])[H:17])([H:14])[H:15])([H:3])[N:1]([H:12])[H:13])[C:9](=[O:10])[O:11][H:18],18,2,89,3
[H:4][C@:3]([C@:6]([H:7])([C:9]([H:16])([H:17])[S:10][H:18])[S:8][H:15])([C:2]([H:12])([H:13])[O:1][H:11])[O:5][H:14],18,2,90,1
[H:4][C@@:3]([C@:6]([H:7])([C:9]([H:16])([H:17])[S:10][H:18])[S:8][H:15])([C:2]([H:12])([H:13])[O:1][H:11])[O:5][H:14],18,2,90,2
[H:4][C@:3]([C@@:6]([H:7])([C:9]([H:16])([H:17])[S:10][H:18])[S:8][H:15])([C:2]([H:12])([H:13])[O:1][H:11])[O:5][H:14],18,2,90,3
[H:13][C@:4]1([C:5]([S:6][C@@:7]([N:11]1[H:18])([H:16])[C:8](=[O:9])[O:10][H:17])([H:14])[H:15])[C:2](=[O:1])[O:3][H:12],18,2,91,1
[H:13][C@@:4]1([C:5]([S:6][C@@:7]([N:11]1[H:18])([H:16])[C:8](=[O:9])[O:10][H:17])([H:14])[H:15])[C:2](=[O:1])[O:3][H:12],18,2,91,2
[H:13][C@:4]1([C:5]([S:6][C@:7]([N:11]1[H:18])([H:16])[C:8](=[O:9])[O:10][H:17])([H:14])[H:15])[C:2](=[O:1])[O:3][H:12],18,2,91,3
[H:16][C:8]1=[C:9]([S:10][C:11](=[C:7]1[C@:5]2([C@:2]([C:4]2([H:14])[H:15])([H:3])[N:1]([H:12])[H:13])[H:6])[H:18])[H:17],18,2,92,1
[H:16][C:8]1=[C:9]([S:10][C:11](=[C:7]1[C@@:5]2([C@:2]([C:4]2([H:14])[H:15])([H:3])[N:1]([H:12])[H:13])[H:6])[H:18])[H:17],18,2,92,2
[H:16][C:8]1=[C:9]([S:10][C:11](=[C:7]1[C@:5]2([C@@:2]([C:4]2([H:14])[H:15])([H:3])[N:1]([H:12])[H:13])[H:6])[H:18])[H:17],18,2,92,3
[H:13][C@:4]1([C:5]([O:6][C@@:7]([N:11]1[H:18])([H:16])[C:8](=[O:9])[O:10][H:17])([H:14])[H:15])[C:2](=[O:1])[O:3][H:12],18,2,93,1
[H:13][C@@:4]1([C:5]([O:6][C@@:7]([N:11]1[H:18])([H:16])[C:8](=[O:9])[O:10][H:17])([H:14])[H:15])[C:2](=[O:1])[O:3][H:12],18,2,93,2
[H:13][C@:4]1([C:5]([O:6][C@:7]([N:11]1[H:18])([H:16])[C:8](=[O:9])[O:10][H:17])([H:14])[H:15])[C:2](=[O:1])[O:3][H:12],18,2,93,3
[H:17][C@@:11]1([C:2](=[O:1])[O:3][C@:4]2([C@:10]1([O:9][C:7](=[O:8])[C@:5]2([H:14])[O:6][H:15])[H:16])[H:13])[O:12][H:18],18,4,94,1
[H:14][C@@:5]1([C:7](=[O:8])[O:9][C@@:10]2([C@:4]1([O:3][C:2](=[O:1])[C@:11]2([H:17])[O:12][H:18])[H:13])[H:16])[O:6][H:15],18,4,94,2
[H:14][C@:5]1([C:7](=[O:8])[O:9][C@@:10]2([C@@:4]1([O:3][C:2](=[O:1])[C@:11]2([H:17])[O:12][H:18])[H:13])[H:16])[O:6][H:15],18,4,94,3
[H:14][C@:5]1([C:7](=[O:8])[O:9][C@@:10]2([C@:4]1([O:3][C:2](=[O:1])[C@:11]2([H:17])[O:12][H:18])[H:13])[H:16])[O:6][H:15],18,4,94,4
[H:14][C@@:5]1([C:7](=[O:8])[O:9][C@:10]2([C@@:4]1([O:3][C:2](=[O:1])[C@:11]2([H:17])[O:12][H:18])[H:13])[H:16])[O:6][H:15],18,4,94,5
[H:14][C@:5]1([C:7](=[O:8])[O:9][C@:10]2([C@@:4]1([O:3][C:2](=[O:1])[C@:11]2([H:17])[O:12][H:18])[H:13])[H:16])[O:6][H:15],18,4,94,6
[H:14][C@:5]1([C:7](=[O:8])[O:9][C@:10]2([C@:4]1([O:3][C:2](=[O:1])[C@:11]2([H:17])[O:12][H:18])[H:13])[H:16])[O:6][H:15],18,4,94,7
[H:17][C@:11]1([C:2](=[O:1])[O:3][C@:4]2([C@:10]1([O:9][C:7](=[O:8])[C@@:5]2([H:14])[O:6][H:15])[H:16])[H:13])[O:12][H:18],18,4,94,8
[H:14][C@:5]1([C:7](=[O:8])[O:9][C@@:10]2([C@:4]1([O:3][C:2](=[O:1])[C@@:11]2([H:17])[O:12][H:18])[H:13])[H:16])[O:6][H:15],18,4,94,9
[H:14][C@:5]1([C:7](=[O:8])[O:9][C@:10]2([C@@:4]1([O:3][C:2](=[O:1])[C@@:11]2([H:17])[O:12][H:18])[H:13])[H:16])[O:6][H:15],18,4,94,10
[H:16][C@:6]1([C:7]([C:8](=[N:10][O:11]1)[Cl:9])([H:17])[H:18])[C@:2]([H:14])([C:3](=[O:4])[O:5][H:15])[N:1]([H:12])[H:13],18,2,95,1
[H:16][C@:6]1([C:7]([C:8](=[N:10][O:11]1)[Cl:9])([H:17])[H:18])[C@@:2]([H:14])([C:3](=[O:4])[O:5][H:15])[N:1]([H:12])[H:13],18,2,95,2
[H:16][C@@:6]1([C:7]([C:8](=[N:10][O:11]1)[Cl:9])([H:17])[H:18])[C@:2]([H:14])([C:3](=[O:4])[O:5][H:15])[N:1]([H:12])[H:13],18,2,95,3
[H:8][C@@:7]1([C@@:2]([C:4]([O:5][C:6]1([H:16])[H:17])([H:14])[H:15])([H:3])[N:1]([H:12])[H:13])[C:9](=[O:10])[O:11][H:18],18,2,96,1
[H:8][C@:7]1([C@@:2]([C:4]([O:5][C:6]1([H:16])[H:17])([H:14])[H:15])([H:3])[N:1]([H:12])[H:13])[C:9](=[O:10])[O:11][H:18],18,2,96,2
[H:8][C@@:7]1([C@:2]([C:4]([O:5][C:6]1([H:16])[H:17])([H:14])[H:15])([H:3])[N:1]([H:12])[H:13])[C:9](=[O:10])[O:11][H:18],18,2,96,3
[H:11][C@@:2]([C:1]([H:8])([H:9])[H:10])([C:4]([H:13])([H:14])[C@@:5]([H:15])([C:6]([H:16])([H:17])[H:18])[O:7][H:19])[O:3][H:12],19,2,97,1
[H:15][C@@:5]([C:6]([H:16])([H:17])[H:18])([C:4]([H:13])([H:14])[C@:2]([H:11])([C:1]([H:8])([H:9])[H:10])[O:3][H:12])[O:7][H:19],19,2,97,2
[H:18][C@:7]1([C@:5]([C:4]([N:3]([C@@:2]1([H:12])[C:1]([H:9])([H:10])[H:11])[H:13])([H:14])[H:15])([H:16])[O:6][H:17])[O:8][H:19],19,3,98,1
[H:18][C@:7]1([C@:5]([C:4]([N:3]([C@:2]1([H:12])[C:1]([H:9])([H:10])[H:11])[H:13])([H:14])[H:15])([H:16])[O:6][H:17])[O:8][H:19],19,3,98,2
[H:18][C@:7]1([C@@:5]([C:4]([N:3]([C@@:2]1([H:12])[C:1]([H:9])([H:10])[H:11])[H:13])([H:14])[H:15])([H:16])[O:6][H:17])[O:8][H:19],19,3,98,3
[H:18][C@:7]1([C@@:5]([C:4]([N:3]([C@:2]1([H:12])[C:1]([H:9])([H:10])[H:11])[H:13])([H:14])[H:15])([H:16])[O:6][H:17])[O:8][H:19],19,3,98,4
[H:18][C@@:7]1([C@:5]([C:4]([N:3]([C@@:2]1([H:12])[C:1]([H:9])([H:10])[H:11])[H:13])([H:14])[H:15])([H:16])[O:6][H:17])[O:8][H:19],19,3,98,5
[H:18][C@@:7]1([C@:5]([C:4]([N:3]([C@:2]1([H:12])[C:1]([H:9])([H:10])[H:11])[H:13])([H:14])[H:15])([H:16])[O:6][H:17])[O:8][H:19],19,3,98,6
[H:18][C@@:7]1([C@@:5]([C:4]([N:3]([C@@:2]1([H:12])[C:1]([H:9])([H:10])[H:11])[H:13])([H:14])[H:15])([H:16])[O:6][H:17])[O:8][H:19],19,3,98,7
[H:16][C@@:7]1([C:2](=[N:3][C@@:4]([O:6]1)([H:12])[C:5]([H:13])([H:14])[H:15])[C:1]([H:9])([H:10])[H:11])[C:8]([H:17])([H:18])[H:19],19,2,99,1
[H:16][C@@:7]1([C:2](=[N:3][C@:4]([O:6]1)([H:12])[C:5]([H:13])([H:14])[H:15])[C:1]([H:9])([H:10])[H:11])[C:8]([H:17])([H:18])[H:19],19,2,99,2
